source	target	direction
PRKCD	ADCY1	KEGG
PLCG1	LCP2	KEGG
CCL7	CCR3	KEGG
PRKACA	PLN	KEGG
TRAF3IP2	NFKB1	KEGG
MAPK1	VEGFD	KEGG
CD44	TIAM1	KEGG
PTPN6	102725035	KEGG
KDR	P3R3URF-PIK3R3	KEGG
GLMN	NLRC4	KEGG
SYCP3	BRCA2	KEGG
NR1H4	ABCC2	KEGG
BEX3	YWHAE	KEGG
MIR125A	ERBB2	KEGG
GNAS	PLA2G4B	KEGG
STAT3	IL23R	KEGG
MAPK8	IL1A	KEGG
NFATC1	IL5	KEGG
CYRIB	RAC1	KEGG
PPP1R1B	PRKACA	KEGG
CACNG3	RASGRF1	KEGG
PRPH	NEFL	KEGG
PRKCA	ACTB	KEGG
MGRN1	SMO	KEGG
EDN1	EDNRB	KEGG
NFATC1	IL21	KEGG
FOXO6	GADD45G	KEGG
TAB1	TAB2	KEGG
CEBPA	IL6	KEGG
GLP1R	GNB5	KEGG
SPN	SIGLEC1	KEGG
ZAP70	LAT	KEGG
GNA12	PTK2B	KEGG
CAV1	FYN	KEGG
LAMTOR3	MAP2K2	KEGG
NOS3	MAPK8	KEGG
PTGS1	ADCY5	KEGG
PATJ	PALS1	KEGG
NFATC1	IL2RA	KEGG
PTGER3	GNAI1	KEGG
CASP9	PARP2	KEGG
EGFR	PIK3CA	KEGG
VCAM1	MSN	KEGG
EGFR	PTGS2	KEGG
RASSF1	TIAM1	KEGG
ARHGEF18	PATJ	KEGG
MEGF11	GULP1	KEGG
GLI1	BCL2	KEGG
LPAR6	PLCB1	KEGG
MIR137	CDK6	KEGG
CREB3	CDKN1A	KEGG
SNX18	DNM2	KEGG
INHBA	TGFB1	KEGG
CREB3	CRTC2	KEGG
RAP1A	PRKD3	KEGG
PRKACA	HSD17B2	KEGG
MAPK14	NFATC1	KEGG
MAPK1	EIF4EBP1	KEGG
CAV3	NOS1	KEGG
NFKB1	CEBPB	KEGG
PRNP	GSK3B	KEGG
PTPN6	BATF	KEGG
MAP3K7	MAP2K7	KEGG
GATA3	RORC	KEGG
TLN1	VCL	KEGG
JAK2	STAT3	KEGG
PDGFRA	PLCG1	KEGG
STAT3	KLF4	KEGG
ANGPTL3	LPL	KEGG
MIR331	CDCA5	KEGG
ADIPOR1	PPARA	KEGG
CXCL1	CXCR1	KEGG
ULK1	BNIP3	KEGG
SGK1	NHERF1	KEGG
SPI1	CSF1R	KEGG
RGS2	ADCY3	KEGG
MKNK2	EIF4E	KEGG
BAIAP2	ACTB	KEGG
PRKCB	COL1A1	KEGG
PRDM16	ZNF516	KEGG
BECN2	NRBF2	KEGG
PRKCD	MAPK8	KEGG
IL2RA	JAK1	KEGG
LTB	LTBR	KEGG
C9ORF72	ULK1	KEGG
GSK3B	MYC	KEGG
SRC	C5AR1	KEGG
SLC12A2	ADCY3	KEGG
OPTN	MAP1LC3BP1	KEGG
MTOR	MLST8	KEGG
PTPN6	CTLA4	KEGG
AKT3	BCL2L1	KEGG
IRF9	EIF2AK2	KEGG
HIF1A	BNIP3	KEGG
ARHGEF1	MMP1	KEGG
MIR143	TP53	KEGG
LUM	FASLG	KEGG
E2F1	CDC6	KEGG
FGR	PTK2B	KEGG
PRNP	RYR1	KEGG
PTPN6	CD22	KEGG
MADCAM1	ITGA4	KEGG
LPAR6	GNA12	KEGG
CHRM5	GNA11	KEGG
SREBF1	PKLR	KEGG
RPS6KB1	CARM1	KEGG
STAT3	CPT1C	KEGG
SMAD6	SMAD2	KEGG
NFKB1	NLRP3	KEGG
PRKACA	ORAI1	KEGG
CTNNB1	LEF1	KEGG
PPM1A	MAP2K4	KEGG
FGFR1	SHC2	KEGG
GRM1	GNA11	KEGG
ESR1	CALB1	KEGG
MC1R	GNAS	KEGG
EGFR	PTK2	KEGG
CHEK1	WEE2	KEGG
TNFRSF1A	MAP3K1	KEGG
RRAS	RHOA	KEGG
STAM2	JAK1	KEGG
STAT6	GATA3	KEGG
PAK1	TEAD1	KEGG
NFKB1	MMP1	KEGG
SRSF8	NXF1	KEGG
CASP8	CASP1	KEGG
KNG1	ADORA1	KEGG
STAT5A	FOXP3	KEGG
DUSP10	MAPK8	KEGG
NFKB1	VEGFD	KEGG
NFATC1	MYH6	KEGG
FOS	VEGFD	KEGG
NLRP3	CARD8	KEGG
CTSC	BCL2	KEGG
IL4R	STAT6	KEGG
MMP9	EDN1	KEGG
LEF1	CCND1	KEGG
CAMK2A	PIK3C3	KEGG
CCL5	CCR1	KEGG
FOXO6	CDKN2D	KEGG
PDPK1	PRKCA	KEGG
CHAT	SLC18A3	KEGG
TGFBR2	RHOA	KEGG
CTNND1	RAC1	KEGG
CD244	INPP5D	KEGG
SYK	BTK	KEGG
ITGAM	ICAM2	KEGG
S1PR1	NFATC1	KEGG
PRKACA	ITPR3	KEGG
TBX21	IFNG	KEGG
ANGPT1	TEK	KEGG
ADRB1	GNAI1	KEGG
STAT1	IL12A	KEGG
NLRP1	PYCARD	KEGG
PRKCZ	MAPK7	KEGG
PPARG	MERTK	KEGG
FN1	ITGA5	KEGG
JAK1	STAT2	KEGG
FOXO1	ATG5	KEGG
STAT3	NFATC1	KEGG
TRAF6	CHUK	KEGG
SCTR	GNAS	KEGG
TUBA1B	TUBB3	KEGG
TSHR	GNB5	KEGG
PRKACA	NFKBIA	KEGG
CTSB	NLRP3	KEGG
FFAR1	GNA11	KEGG
MYC	CDK4	KEGG
CACYBP	SKP1	KEGG
NTRK2	MATK	KEGG
IRS1	P3R3URF-PIK3R3	KEGG
ARF6	PLD1	KEGG
PRKG1	VASP	KEGG
KIT	HRAS	KEGG
HBEGF	EGFR	KEGG
CAMK2A	SLC6A3	KEGG
ITK	LCP2	KEGG
GABARAP	PLEKHM1	KEGG
MIR1-1	PIM1	KEGG
NLGN4Y	PTPRD	KEGG
ICAM1	RHOA	KEGG
KIT	GRB2	KEGG
RAP1A	P3R3URF-PIK3R3	KEGG
RALBP1	CDC42	KEGG
MIR21	MARCKS	KEGG
CCL8	CCR2	KEGG
TLR3	TICAM1	KEGG
PRKN	MITF	KEGG
PPP3CA	GSK3B	KEGG
FGFR2	GAB1	KEGG
CD84	INPP5D	KEGG
SRC	FOS	KEGG
FADD	CASP10	KEGG
CEBPB	CXCL8	KEGG
CLP1	PCF11	KEGG
MAPK14	NFKB1	KEGG
NPHS2	ACTB	KEGG
MYD88	TNF	KEGG
PRKACA	GNB5	KEGG
IL6ST	JAK2	KEGG
ATG14	NRBF2	KEGG
HRAS	PLCG1	KEGG
HES1	NEUROG3	KEGG
CHRNA3	JAK2	KEGG
ARHGEF7	GIT1	KEGG
CCL8	ACKR4	KEGG
CREB3	EGR1	KEGG
CDK2	CCNA2	KEGG
RIPK2	TRAF3	KEGG
RASGRF1	MRAS	KEGG
JAK1	PTPN11	KEGG
CEBPA	E2F1	KEGG
